"age","after","received_coupon","revenue"
"20-30",1,0,12.61
"20-30",1,0,10.89
"20-30",1,0,10.5
"20-30",1,0,11.83
"20-30",1,0,11.46
"20-30",1,0,9.98
"20-30",1,0,14.52
"20-30",1,0,8.47
"20-30",1,0,13.62
"20-30",1,0,15.17
"20-30",1,0,11.63
"20-30",1,0,12.61
"20-30",1,0,9.69
"20-30",1,0,16.32
"20-30",1,0,12.35
"20-30",1,0,8.98
"20-30",1,0,9.33
"20-30",1,0,11.56
"20-30",1,0,14.92
"20-30",1,0,10.91
"20-30",1,0,10.06
"20-30",1,0,12.1
"20-30",1,0,11.74
"20-30",1,0,7.52
"20-30",1,0,12.02
"20-30",1,0,11.77
"20-30",1,0,11.89
"20-30",1,0,11.47
"20-30",1,0,9.56
"20-30",1,0,12.38
"20-30",1,0,13.66
"20-30",1,0,6.95
"20-30",1,0,14.92
"20-30",1,0,10.71
"20-30",1,0,8.88
"20-30",1,0,10
"20-30",1,0,11.93
"20-30",1,0,8.74
"20-30",1,0,12.21
"20-30",1,0,12.95
"20-30",1,0,14.16
"20-30",1,0,10.24
"20-30",1,0,9.88
"20-30",1,0,13.96
"20-30",1,0,8.56
"20-30",1,0,12.15
"20-30",1,0,11.61
"20-30",1,0,15.78
"20-30",1,0,12.53
"20-30",1,0,9.52
"20-30",1,0,9.5
"20-30",1,0,7.91
"20-30",1,0,12.1
"20-30",1,0,13.93
"20-30",1,0,12.62
"20-30",1,0,11
"20-30",1,0,9.5
"20-30",1,0,9.92
"20-30",1,0,12.07
"20-30",1,0,10.82
"20-30",1,0,12.02
"20-30",1,0,11.68
"20-30",1,0,9.84
"20-30",1,0,12.77
"20-30",1,0,11.08
"20-30",1,0,13.79
"20-30",1,0,11.61
"20-30",1,0,10.02
"20-30",1,0,10.93
"20-30",1,0,9.31
"20-30",1,0,13.98
"20-30",1,0,10.83
"20-30",1,0,13.17
"20-30",1,0,11.66
"20-30",1,0,10.86
"20-30",1,0,12.7
"20-30",1,0,11.87
"20-30",1,0,14.22
"20-30",1,0,12.39
"20-30",1,0,12.62
"20-30",1,0,12.92
"20-30",1,0,12.85
"20-30",1,0,11.62
"20-30",1,0,9.4
"20-30",1,0,13.04
"20-30",1,0,9.87
"20-30",1,0,13.5
"20-30",1,0,9.69
"20-30",1,0,10.76
"20-30",1,0,11.18
"20-30",1,0,8.66
"20-30",1,0,15.81
"20-30",1,0,10.49
"20-30",1,0,8.36
"20-30",1,0,12.58
"20-30",1,0,15.17
"20-30",1,0,12.15
"20-30",1,0,7.88
"20-30",1,0,12.63
"20-30",1,0,10.06
"20-30",1,0,13.42
"20-30",1,0,9.73
"20-30",1,0,10.56
"20-30",1,0,9.27
"20-30",1,0,11.02
"20-30",1,0,9.55
"20-30",1,0,13.56
"20-30",1,0,15.61
"20-30",1,0,12.29
"20-30",1,0,9.53
"20-30",1,0,14.61
"20-30",1,0,11.35
"20-30",1,0,12.06
"20-30",1,0,9.44
"20-30",1,0,10.14
"20-30",1,0,9.49
"20-30",1,0,14.01
"20-30",1,0,8.97
"20-30",1,0,14.46
"20-30",1,0,11.19
"20-30",1,0,11.54
"20-30",1,0,8.39
"20-30",1,0,14.57
"20-30",1,0,16.48
"20-30",1,0,13.47
"20-30",1,0,8.23
"20-30",1,0,13.29
"20-30",1,0,7.66
"20-30",1,0,12.28
"20-30",1,0,12.1
"20-30",1,0,15.9
"20-30",1,0,13
"20-30",1,0,11.34
"20-30",1,0,13.03
"20-30",1,0,11.54
"20-30",1,0,12.73
"20-30",1,0,12.96
"20-30",1,0,11.17
"20-30",1,0,12.87
"20-30",1,0,11.36
"20-30",1,0,13.99
"20-30",1,0,13.21
"20-30",1,0,9.91
"20-30",1,0,14.39
"20-30",1,0,12.32
"20-30",1,0,12.81
"20-30",1,0,10.98
"20-30",1,0,12.67
"20-30",1,0,11.47
"20-30",1,0,12.53
"20-30",1,0,14.85
"20-30",1,0,12.71
"20-30",1,0,8.66
"20-30",1,0,8.74
"20-30",1,0,9.5
"20-30",1,0,9.4
"20-30",1,0,13.79
"20-30",1,0,11.35
"20-30",1,0,11.23
"20-30",1,0,13.57
"20-30",1,0,12.87
"20-30",1,0,13.37
"20-30",1,0,9.51
"20-30",1,0,13.12
"20-30",1,0,11.07
"20-30",1,0,10.66
"20-30",1,0,11.15
"20-30",1,0,8.56
"20-30",1,0,13.53
"20-30",1,0,10.81
"20-30",1,0,7.24
"20-30",1,0,10.38
"20-30",1,0,6.74
"20-30",1,0,7.04
"20-30",1,0,10.13
"20-30",1,0,12.17
"20-30",1,0,14.22
"20-30",1,0,11.54
"20-30",1,0,13.61
"20-30",1,0,14.08
"20-30",1,0,10.86
"20-30",1,0,12.99
"20-30",1,0,13.11
"20-30",1,0,12.61
"20-30",1,0,14.76
"20-30",1,0,13.48
"20-30",1,0,13.46
"20-30",1,0,13.47
"20-30",1,0,11.53
"20-30",1,0,15.33
"20-30",1,0,10.75
"20-30",1,0,14.72
"20-30",1,0,15.2
"20-30",1,0,12.18
"20-30",1,0,12.49
"20-30",1,0,10.39
"20-30",1,0,10.31
"20-30",1,0,12.12
"20-30",1,0,11.6
"20-30",1,0,8.39
"20-30",1,0,14.83
"20-30",1,0,10.69
"20-30",1,0,12.9
"20-30",1,0,14.11
"20-30",1,0,12.18
"20-30",1,0,8.77
"20-30",1,0,9.14
"20-30",1,0,12.63
"20-30",1,0,13.07
"20-30",1,0,10.45
"20-30",1,0,11.16
"20-30",1,0,11.01
"20-30",1,0,8.42
"20-30",1,0,11.74
"20-30",1,0,8.92
"20-30",1,0,10.71
"20-30",1,0,10.61
"20-30",1,0,9.53
"20-30",1,0,13.94
"20-30",1,0,10.08
"20-30",1,0,11.2
"20-30",1,0,12.83
"20-30",1,0,12.89
"20-30",1,0,9.42
"20-30",1,0,12.63
"20-30",1,0,8.76
"20-30",1,0,10.29
"20-30",1,0,11.63
"20-30",1,0,11.61
"20-30",1,0,12.27
"20-30",1,0,10.15
"20-30",1,0,10.01
"20-30",1,0,12.34
"20-30",1,0,12.43
"20-30",1,0,11.65
"20-30",1,0,12.57
"20-30",1,0,14.17
"20-30",1,0,12.93
"20-30",1,0,11.22
"20-30",1,0,14.73
"20-30",1,0,15.45
"20-30",1,0,9.35
"20-30",1,0,18.24
"20-30",1,0,9.24
"20-30",1,0,10.26
"20-30",1,0,15.81
"20-30",1,0,13.72
"20-30",1,0,12.23
"20-30",1,0,9.98
"20-30",1,0,9.43
"20-30",1,0,13.54
"20-30",1,0,11.41
"20-30",1,0,12.48
"20-30",1,0,12.66
"20-30",1,0,10.72
"20-30",1,0,8.83
"20-30",1,0,7.91
"20-30",1,0,14.62
"20-30",1,0,11.21
"20-30",1,0,16
"20-30",1,0,12.07
"20-30",1,0,10.44
"20-30",1,0,13.67
"20-30",1,0,11.2
"20-30",1,0,12.74
"20-30",1,0,8.01
"20-30",1,0,11.91
"20-30",1,0,10.04
"20-30",1,0,10.43
"20-30",1,0,11.84
"20-30",1,0,14.83
"20-30",1,0,10.18
"20-30",1,0,8.72
"20-30",1,0,13.38
"20-30",1,0,15.04
"20-30",1,0,12.78
"20-30",1,0,8.38
"20-30",1,0,9.95
"20-30",1,0,9.06
"20-30",1,0,12.27
"20-30",1,0,14.07
"20-30",1,0,13.49
"20-30",1,0,13.63
"20-30",1,0,17.27
"20-30",1,0,9.26
"20-30",1,0,14.36
"20-30",1,0,11.97
"20-30",1,0,11.58
"20-30",1,0,12.42
"20-30",1,0,8.58
"20-30",1,0,13.4
"20-30",1,0,11.82
"20-30",1,0,15.19
"20-30",1,0,7.52
"20-30",1,0,12.3
"20-30",1,0,10.91
"20-30",1,0,10.78
"20-30",1,0,7.6
"20-30",1,0,13.12
"20-30",1,0,12.05
"20-30",1,0,13.87
"20-30",1,0,14.7
"20-30",1,0,11.96
"20-30",1,0,10.05
"20-30",1,0,12.27
"20-30",1,0,8.6
"20-30",1,0,13.77
"20-30",1,0,12.34
"20-30",1,0,7.56
"20-30",1,0,8.38
"20-30",1,0,9.31
"20-30",1,0,8.38
"20-30",1,0,10.84
"20-30",1,0,9.8
"20-30",1,0,12.59
"20-30",1,0,10.92
"20-30",1,0,13.68
"20-30",1,0,14.22
"20-30",1,0,11.14
"20-30",1,0,11.45
"20-30",1,0,10.73
"20-30",1,0,9.06
"20-30",1,0,12.46
"20-30",1,0,9.89
"20-30",1,0,10.07
"20-30",1,0,11.98
"20-30",1,0,10.97
"20-30",1,0,8.86
"20-30",1,0,14.77
"20-30",1,0,13.75
"20-30",1,0,15.72
"20-30",1,0,12.63
"20-30",1,0,12.96
"20-30",1,0,14.14
"20-30",1,0,11.47
"20-30",1,0,13.67
"20-30",1,0,11.45
"20-30",1,0,11.44
"20-30",1,0,11.41
"20-30",1,0,11.69
"20-30",1,0,8.18
"20-30",1,0,11.18
"20-30",1,0,11.41
"20-30",1,0,8.45
"20-30",1,0,11.89
"20-30",1,0,12.81
"20-30",1,0,13.89
"20-30",1,0,12.42
"20-30",1,0,11.12
"20-30",1,0,9.76
"20-30",1,0,13.45
"20-30",1,0,15.97
"20-30",1,0,14.75
"20-30",1,0,12.73
"20-30",1,0,16.73
"20-30",1,0,13.51
"20-30",1,0,14.11
"20-30",1,0,14.96
"20-30",1,0,11.84
"20-30",1,0,11.21
"20-30",1,0,14.78
"20-30",1,0,12.46
"20-30",1,0,13.5
"20-30",1,0,13.12
"20-30",1,0,10.05
"20-30",1,0,12.66
"20-30",1,0,10.05
"20-30",1,0,8.38
"20-30",1,0,12.16
"20-30",1,0,13.68
"20-30",1,0,12.56
"20-30",1,0,10.99
"20-30",1,0,7.84
"20-30",1,0,9.6
"20-30",1,0,12.89
"20-30",1,0,10.22
"20-30",1,0,12.37
"20-30",1,0,15.39
"20-30",1,0,14.5
"20-30",1,0,11.47
"20-30",1,0,14.13
"20-30",1,0,12.38
"20-30",1,0,13.13
"20-30",1,0,11.44
"20-30",1,0,8.57
"20-30",1,0,12.1
"20-30",1,0,11.53
"20-30",1,0,7.46
"20-30",1,0,10.17
"20-30",1,0,11.93
"20-30",1,0,14.18
"20-30",1,0,10.97
"20-30",1,0,7.86
"20-30",1,0,12.2
"20-30",1,0,12.47
"20-30",1,0,12.63
"20-30",1,0,8.11
"20-30",1,0,10.94
"20-30",1,0,11.3
"20-30",1,0,13.2
"20-30",1,0,11.15
"20-30",1,0,12.59
"20-30",1,0,11.24
"20-30",1,0,10.35
"20-30",1,0,12.54
"20-30",1,0,10.72
"20-30",1,0,11.42
"20-30",1,0,13.54
"20-30",1,0,12.25
"20-30",1,0,12.94
"20-30",1,0,12.25
"20-30",1,0,14.96
"20-30",1,0,15.17
"20-30",1,0,13.05
"20-30",1,0,10.33
"20-30",1,0,14.56
"20-30",1,0,14.87
"20-30",1,0,10.82
"20-30",1,0,16.49
"20-30",1,0,10.98
"20-30",1,0,10.38
"20-30",1,0,12.85
"20-30",1,0,12.49
"20-30",1,0,10.55
"20-30",1,0,13.95
"20-30",1,0,14.78
"20-30",1,0,7.62
"20-30",1,0,13.48
"20-30",1,0,13.48
"20-30",1,0,9.35
"20-30",1,0,11.25
"20-30",1,0,13.17
"20-30",1,0,10.77
"20-30",1,0,9.37
"20-30",1,0,10.3
"20-30",1,0,12.94
"20-30",1,0,8.89
"20-30",1,0,12.04
"20-30",1,0,9.68
"20-30",1,0,11.5
"20-30",1,0,12.18
"20-30",1,0,17.56
"20-30",1,0,10.54
"20-30",1,0,10.33
"20-30",1,0,9.34
"20-30",1,0,13.39
"20-30",1,0,12
"20-30",1,0,10.76
"20-30",1,0,11.37
"20-30",1,0,10.75
"20-30",1,0,11.64
"20-30",1,0,12.19
"20-30",1,0,13.82
"20-30",1,0,8.96
"20-30",1,0,9.71
"20-30",1,0,14.29
"20-30",1,0,15.09
"20-30",1,0,9.53
"20-30",1,0,8.41
"20-30",1,0,11.42
"20-30",1,0,12.03
"20-30",1,0,10.91
"20-30",1,0,8.26
"20-30",1,0,9.21
"20-30",1,0,14.74
"20-30",1,0,7.98
"20-30",1,0,12.62
"20-30",1,0,14.04
"20-30",1,0,11.19
"20-30",1,0,13.71
"20-30",1,0,12.01
"20-30",1,0,7.84
"20-30",1,0,10.96
"20-30",1,0,11.6
"20-30",1,0,10.01
"20-30",1,0,13.67
"20-30",1,0,12.13
"20-30",1,0,8.32
"20-30",1,0,8.41
"20-30",1,0,12.11
"20-30",1,0,13.39
"20-30",1,0,13.47
"20-30",1,0,16.96
"20-30",1,0,11.44
"20-30",1,0,15.54
"20-30",1,0,13.95
"20-30",1,0,13.05
"20-30",1,0,12.93
"20-30",1,0,10.39
"20-30",1,0,10.51
"20-30",1,0,10.47
"20-30",1,0,9.67
"20-30",1,0,10.94
"20-30",1,0,10.76
"20-30",1,0,13.29
"20-30",1,0,8.62
"20-30",1,0,15.73
"20-30",1,0,12.26
"20-30",1,0,12.81
"20-30",1,0,13.44
"20-30",1,0,12.2
"20-30",1,0,12.61
"20-30",1,0,11
"20-30",1,0,14.64
"20-30",1,0,12.71
"20-30",1,0,8.78
"20-30",1,0,16.61
"20-30",1,0,10.77
"20-30",1,0,13.68
"20-30",1,0,13.48
"20-30",1,0,12.8
"20-30",1,0,13.64
"20-30",1,0,13.05
"20-30",1,0,10.77
"20-30",1,0,14.02
"20-30",1,0,12.94
"20-30",1,0,10.25
"20-30",1,0,13.27
"20-30",1,0,10.62
"20-30",1,0,8.79
"20-30",1,0,13.51
"20-30",1,0,12.28
"20-30",1,0,11.98
"20-30",1,0,11.47
"20-30",1,0,13
"20-30",1,0,14.71
"20-30",1,0,10.37
"20-30",1,0,10.39
"20-30",1,0,10.86
"20-30",1,0,13.51
"20-30",1,0,11.57
"20-30",1,0,11.68
"20-30",1,0,11.41
"20-30",1,0,9.84
"20-30",1,0,11.69
"20-30",1,0,13.32
"20-30",1,0,12.17
"20-30",1,0,13.29
"20-30",1,0,17.31
"20-30",1,0,13.97
"20-30",1,0,8.3
"20-30",1,0,11.61
"20-30",1,0,13.09
"20-30",1,0,7.63
"20-30",1,0,12.38
"20-30",1,0,8.75
"20-30",1,0,11.66
"20-30",1,0,12.9
"20-30",1,0,14.02
"20-30",1,0,9.74
"20-30",1,0,12.2
"20-30",1,0,13.91
"20-30",1,0,10.66
"20-30",1,0,14.82
"20-30",1,0,13.14
"20-30",1,0,12.83
"20-30",1,0,11.79
"20-30",1,0,10.92
"20-30",1,0,11.9
"20-30",1,0,11.92
"20-30",1,0,10.35
"20-30",1,0,13.72
"20-30",1,0,10.92
"20-30",1,0,13.02
"20-30",1,0,11.55
"20-30",1,0,9.44
"20-30",1,0,13.84
"20-30",1,0,13.63
"20-30",1,0,14.43
"20-30",1,0,14.41
"20-30",1,0,11.21
"20-30",1,0,13.36
"20-30",1,0,8.94
"20-30",1,0,11.66
"20-30",1,0,14.69
"20-30",1,0,13.77
"20-30",1,0,12.22
"20-30",1,0,12.19
"20-30",1,0,9.52
"20-30",1,0,13.07
"20-30",1,0,13.72
"20-30",1,0,14.16
"20-30",1,0,7.02
"20-30",1,0,11.57
"20-30",1,0,12.68
"20-30",1,0,13.88
"20-30",1,0,11.39
"20-30",1,0,9.38
"20-30",1,0,9.14
"20-30",1,0,11.14
"20-30",1,0,13.38
"20-30",1,0,12.05
"20-30",1,0,9.78
"20-30",1,0,11.01
"20-30",1,0,11.26
"20-30",1,0,7.47
"20-30",1,0,12.3
"20-30",1,0,10.76
"20-30",1,0,11.57
"20-30",1,0,7.49
"20-30",1,0,8.28
"20-30",1,0,13.11
"20-30",1,0,12.99
"20-30",1,0,12.05
"20-30",1,0,11.85
"20-30",1,0,13.58
"20-30",1,0,9.79
"20-30",1,0,12.36
"20-30",1,0,13.29
"20-30",1,0,13.58
"20-30",1,0,13.13
"20-30",1,0,10.34
"20-30",1,0,12.64
"20-30",1,0,10.14
"20-30",1,0,12.3
"20-30",1,0,14.48
"20-30",1,0,14.25
"20-30",1,0,14.59
"20-30",1,0,11.19
"20-30",1,0,13.88
"20-30",1,0,9.21
"20-30",1,0,15.38
"20-30",1,0,11.71
"20-30",1,0,10.04
"20-30",1,0,11.37
"20-30",1,0,10.6
"20-30",1,0,11.38
"20-30",1,0,11.77
"20-30",1,0,9.65
"20-30",1,0,12.81
"20-30",1,0,14.72
"20-30",1,0,12.39
"20-30",1,0,13.06
"20-30",1,0,15.19
"20-30",1,0,11.35
"20-30",1,0,12.27
"20-30",1,0,13.63
"20-30",1,0,12.85
"20-30",1,0,12.56
"20-30",1,0,8.21
"20-30",1,0,15.59
"20-30",1,0,13.45
"20-30",1,0,7.5
"20-30",1,0,7.96
"20-30",1,0,16.55
"20-30",1,0,11.2
"20-30",1,0,11.61
"20-30",1,0,12.96
"20-30",1,0,13.14
"20-30",1,0,9.37
"20-30",1,0,13.57
"20-30",1,0,10.12
"20-30",1,0,9.11
"20-30",1,0,9.89
"20-30",1,0,12.3
"20-30",1,0,10.6
"20-30",1,0,11.43
"20-30",1,0,11.12
"20-30",1,0,15.23
"20-30",1,0,10.17
"20-30",1,0,14.45
"20-30",1,0,15.86
"20-30",1,0,7.18
"20-30",1,0,10.54
"20-30",1,0,12.08
"20-30",1,0,12.81
"20-30",1,0,9.59
"20-30",1,0,10.99
"20-30",1,0,14.54
"20-30",1,0,9.59
"20-30",1,0,11.86
"20-30",1,0,11.37
"20-30",1,0,12.03
"20-30",1,0,11.86
"20-30",1,0,12.5
"20-30",1,0,9.31
"20-30",1,0,10.28
"20-30",1,0,10.57
"20-30",1,0,14.68
"20-30",1,0,12.67
"20-30",1,0,10.28
"20-30",1,0,13.79
"20-30",1,0,13.17
"20-30",1,0,13.99
"20-30",1,0,11.97
"20-30",1,0,9.76
"20-30",1,0,10.77
"20-30",1,0,7.95
"20-30",1,0,10.89
"20-30",1,0,10.18
"20-30",1,0,11.78
"20-30",1,0,15.03
"20-30",1,0,15.62
"20-30",1,0,11.09
"20-30",1,0,9.65
"20-30",1,0,11.85
"20-30",1,0,10.23
"20-30",1,0,11.75
"20-30",1,0,11.35
"20-30",1,0,10.63
"20-30",1,0,9.99
"20-30",1,0,14.31
"20-30",1,0,10.06
"20-30",1,0,13.02
"20-30",1,0,13.03
"20-30",1,0,12.25
"20-30",1,0,10.59
"20-30",1,0,13.03
"20-30",1,0,12.81
"20-30",1,0,13.42
"20-30",1,0,14.06
"20-30",1,0,9.79
"20-30",1,0,10.91
"20-30",1,0,11.84
"20-30",1,0,8.45
"20-30",1,0,9.9
"20-30",1,0,13.28
"20-30",1,0,13.19
"20-30",1,0,12.34
"20-30",1,0,12.13
"20-30",1,0,10.83
"20-30",1,0,16.29
"20-30",1,0,9.55
"20-30",1,0,13.63
"20-30",1,0,13.93
"20-30",1,0,11.81
"20-30",1,0,15.36
"20-30",1,0,10.64
"20-30",1,0,9.08
"20-30",1,0,13.36
"20-30",1,0,9.22
"20-30",1,0,11.98
"20-30",1,0,11.08
"20-30",1,0,12.62
"20-30",1,0,12.16
"20-30",1,0,11.82
"20-30",1,0,12.83
"20-30",1,0,10.4
"20-30",1,0,13.99
"20-30",1,0,14.57
"20-30",1,0,11
"20-30",1,0,12.22
"20-30",1,0,13.47
"20-30",1,0,13.45
"20-30",1,0,12.88
"20-30",1,0,15.53
"20-30",1,0,14.19
"20-30",1,0,12.65
"20-30",1,0,9.3
"20-30",1,0,11.44
"20-30",1,0,7.62
"20-30",1,0,11.08
"20-30",1,0,11.37
"20-30",1,0,12.5
"20-30",1,0,8.29
"20-30",1,0,12.45
"20-30",1,0,11.92
"20-30",1,0,13.11
"20-30",1,0,10.69
"20-30",1,0,11.82
"20-30",1,0,10.57
"20-30",1,0,13.5
"20-30",1,0,11.27
"20-30",1,0,11.56
"20-30",1,0,14.05
"20-30",1,0,10.51
"20-30",1,0,12.47
"20-30",1,0,12.38
"20-30",1,0,10.73
"20-30",1,0,7.9
"20-30",1,0,14.11
"20-30",1,0,11.31
"20-30",1,0,9.43
"20-30",1,0,14.12
"20-30",1,0,9.5
"20-30",1,0,10.68
"20-30",1,0,8.8
"20-30",1,0,12.23
"20-30",1,0,10.53
"20-30",1,0,11.41
"20-30",1,0,13.01
"20-30",1,0,7.86
"20-30",1,0,12.31
"20-30",1,0,10.48
"20-30",1,0,10.82
"20-30",1,0,13.44
"20-30",1,0,13.23
"20-30",1,0,13.49
"20-30",1,0,8.2
"20-30",1,0,11.97
"20-30",1,0,11.52
"20-30",1,0,9.13
"20-30",1,0,11.17
"20-30",1,0,12.58
"20-30",1,0,11.91
"20-30",1,0,11.38
"20-30",1,0,10.51
"20-30",1,0,10.51
"20-30",1,0,14.27
"20-30",1,0,10.55
"20-30",1,0,8.54
"20-30",1,0,14.51
"20-30",1,0,12.58
"20-30",1,0,11.11
"20-30",1,0,13.69
"20-30",1,0,9.05
"20-30",1,0,10.61
"20-30",1,0,9.3
"20-30",1,0,9.08
"20-30",1,0,10.68
"20-30",1,0,11.55
"20-30",1,0,14.5
"20-30",1,0,10.42
"20-30",1,0,12.49
"20-30",1,0,10.4
"20-30",1,0,16.29
"20-30",1,0,10.44
"20-30",1,0,15.63
"20-30",1,0,15.86
"20-30",1,0,8.12
"20-30",1,0,10.89
"20-30",1,0,10.78
"20-30",1,0,12.02
"20-30",1,0,11.19
"20-30",1,0,11.97
"20-30",1,0,13.99
"20-30",1,0,12.23
"20-30",1,0,7.59
"20-30",1,0,12.33
"20-30",1,0,13.2
"20-30",1,0,13.98
"20-30",1,0,12.93
"20-30",1,0,11.17
"20-30",1,0,10.49
"20-30",1,0,12.36
"20-30",1,0,10.54
"20-30",1,0,14.52
"20-30",1,0,11.71
"20-30",1,0,13.44
"20-30",1,0,9.96
"20-30",1,0,13.64
"20-30",1,0,10.57
"20-30",1,0,17.17
"20-30",1,0,9.61
"20-30",1,0,10.46
"20-30",1,0,15.03
"20-30",1,0,14.76
"20-30",1,0,8.39
"20-30",1,0,10.5
"20-30",1,0,11.04
"20-30",1,0,10.1
"20-30",1,0,9.09
"20-30",1,0,12.46
"20-30",1,0,10.16
"20-30",1,0,9.95
"20-30",1,0,12.64
"20-30",1,0,8.42
"20-30",1,0,11.44
"20-30",1,0,12.91
"20-30",1,0,10.17
"20-30",1,0,11.27
"20-30",1,0,9.16
"20-30",1,0,10.93
"20-30",1,0,8.54
"20-30",1,0,13.95
"20-30",1,0,10.25
"20-30",1,0,13.67
"20-30",1,0,15.22
"20-30",1,0,10.11
"20-30",1,0,12.17
"20-30",1,0,10.65
"20-30",1,0,10.71
"20-30",1,0,12.49
"20-30",1,0,12.18
"20-30",1,0,7.59
"20-30",1,0,11.48
"20-30",1,0,10.39
"20-30",1,0,10.57
"20-30",1,0,11.93
"20-30",1,0,12.7
"20-30",1,0,12.05
"20-30",1,0,9.61
"20-30",1,0,11.22
"20-30",1,0,13.6
"20-30",1,0,9.33
"20-30",1,0,11.06
"20-30",1,0,16.1
"20-30",1,0,12.47
"20-30",1,0,10.03
"20-30",1,0,13.97
"20-30",1,0,12.52
"20-30",1,0,14.18
"20-30",1,0,14.06
"20-30",1,0,11.73
"20-30",1,0,6.99
"20-30",1,0,14.4
"20-30",1,0,13.07
"20-30",1,0,12.64
"20-30",1,0,10.55
"20-30",1,0,14.06
"20-30",1,0,12.09
"20-30",1,0,11.98
"20-30",1,0,11.49
"20-30",1,0,14.01
"20-30",1,0,10.18
"20-30",1,0,11.28
"20-30",1,0,14.36
"20-30",1,0,14.18
"20-30",1,0,13.13
"20-30",1,0,12.89
"20-30",1,0,11.96
"20-30",1,0,11.19
"20-30",1,0,11.34
"20-30",1,0,12.87
"20-30",1,0,11.02
"20-30",1,0,12.67
"20-30",1,0,12
"20-30",1,0,12.24
"20-30",1,0,11.77
"20-30",1,0,12.29
"20-30",1,0,11.08
"20-30",1,0,14.2
"20-30",1,0,10.94
"20-30",1,0,13.14
"20-30",1,0,12.34
"20-30",1,0,10.28
"20-30",1,0,14.67
"20-30",1,0,13.49
"20-30",1,0,10.29
"20-30",1,0,9.93
"20-30",1,0,11.56
"20-30",1,0,15.01
"20-30",1,0,12.22
"20-30",1,0,12.27
"20-30",1,0,15.18
"20-30",1,0,9.18
"20-30",1,0,9.61
"20-30",1,0,12.36
"20-30",1,0,8.4
"20-30",1,0,11.61
"20-30",1,0,11.26
"20-30",1,0,9.89
"20-30",1,0,14.17
"20-30",1,0,10.42
"20-30",1,0,14.93
"20-30",1,0,12.05
"20-30",1,0,13.18
"20-30",1,0,11.17
"20-30",1,0,10.8
"20-30",1,0,15.86
"20-30",1,0,15.66
"20-30",1,0,13.34
"20-30",1,0,8.17
"20-30",1,0,8.98
"20-30",1,0,9.08
"20-30",1,0,11.14
"20-30",1,0,11.67
"20-30",1,0,10.34
"20-30",1,0,12.65
"20-30",1,0,10.89
"20-30",1,0,16.85
"20-30",1,0,8.45
"20-30",1,0,13.07
"20-30",1,0,5.67
"20-30",1,0,14.99
"20-30",1,0,13.27
"20-30",1,0,10.54
"20-30",1,0,10.74
"20-30",1,0,9.73
"20-30",1,0,11.46
"20-30",1,0,10.31
"20-30",1,0,10.98
"20-30",1,0,11.15
"30-40",1,0,10.84
"30-40",1,0,8.7
"30-40",1,0,5.56
"30-40",1,0,11.1
"30-40",1,0,13.16
"30-40",1,0,8.47
"30-40",1,0,11.08
"30-40",1,0,5.35
"30-40",1,0,11.52
"30-40",1,0,8.72
"30-40",1,0,7.06
"30-40",1,0,9.38
"30-40",1,0,6.95
"30-40",1,0,7.39
"30-40",1,0,5.94
"30-40",1,0,8.32
"30-40",1,0,12.34
"30-40",1,0,8.96
"30-40",1,0,11.51
"30-40",1,0,10.38
"30-40",1,0,11.2
"30-40",1,0,7.77
"30-40",1,0,12.97
"30-40",1,0,9.99
"30-40",1,0,8.02
"30-40",1,0,5.89
"30-40",1,0,10.07
"30-40",1,0,9.42
"30-40",1,0,9.06
"30-40",1,0,6.3
"30-40",1,0,11.75
"30-40",1,0,11.43
"30-40",1,0,7.23
"30-40",1,0,9.07
"30-40",1,0,11.35
"30-40",1,0,11.55
"30-40",1,0,6.18
"30-40",1,0,9.46
"30-40",1,0,12.44
"30-40",1,0,9.19
"30-40",1,0,4.82
"30-40",1,0,10.21
"30-40",1,0,5.81
"30-40",1,0,10.77
"30-40",1,0,11.8
"30-40",1,0,7.69
"30-40",1,0,6.63
"30-40",1,0,7.11
"30-40",1,0,8.61
"30-40",1,0,11.04
"30-40",1,0,6.93
"30-40",1,0,9.07
"30-40",1,0,11.18
"30-40",1,0,7
"30-40",1,0,11.1
"30-40",1,0,11.14
"30-40",1,0,9.36
"30-40",1,0,10.93
"30-40",1,0,11.94
"30-40",1,0,13.67
"30-40",1,0,6.97
"30-40",1,0,7.84
"30-40",1,0,6.13
"30-40",1,0,3.41
"30-40",1,0,8.52
"30-40",1,0,11.08
"30-40",1,0,8.5
"30-40",1,0,8.05
"30-40",1,0,10.64
"30-40",1,0,9.8
"30-40",1,0,8.69
"30-40",1,0,11.16
"30-40",1,0,8.04
"30-40",1,0,8.04
"30-40",1,0,6.06
"30-40",1,0,7.99
"30-40",1,0,11.86
"30-40",1,0,7.17
"30-40",1,0,10.21
"30-40",1,0,5.55
"30-40",1,0,10.28
"30-40",1,0,8.03
"30-40",1,0,10.09
"30-40",1,0,11.57
"30-40",1,0,11.68
"30-40",1,0,9.08
"30-40",1,0,7.52
"30-40",1,0,5.99
"30-40",1,0,11.33
"30-40",1,0,9.67
"30-40",1,0,6.14
"30-40",1,0,8.69
"30-40",1,0,10.52
"30-40",1,0,8.63
"30-40",1,0,10.92
"30-40",1,0,11.49
"30-40",1,0,7.6
"30-40",1,0,9.99
"30-40",1,0,9.12
"30-40",1,0,8.96
"30-40",1,0,9.85
"30-40",1,0,8.75
"30-40",1,0,8.19
"30-40",1,0,6.58
